location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
#country+name,#country+code,#date,#total+vaccinations,,,,#total+vaccinations+daily,,,,
Chile,CHL,2021-03-12,6563006,4795659,1767347,374330,280228,34.33,25.09,9.25,14659
Chile,CHL,2021-03-13,6613457,4819949,1793508,50451,282609,34.6,25.21,9.38,14784
Chile,CHL,2021-03-14,6620041,4822697,1797344,6584,282413,34.63,25.23,9.4,14773
Chile,CHL,2021-03-15,7050297,4980540,2069757,430256,293791,36.88,26.05,10.83,15369
Chile,CHL,2021-03-16,7460484,5147146,2313338,410187,298598,39.03,26.93,12.1,15620
Chile,CHL,2021-03-17,7827784,5298429,2529355,367300,293736,40.95,27.72,13.23,15366
Chile,CHL,2021-03-18,8162693,5447227,2715466,334909,282002,42.7,28.5,14.21,14752
Chile,CHL,2021-03-19,8457229,5586990,2870239,294536,270603,44.24,29.23,15.01,14156
Chile,CHL,2021-03-20,8491422,5610171,2881251,34193,268281,44.42,29.35,15.07,14034
Chile,CHL,2021-03-21,8495445,5613023,2882422,4023,267915,44.44,29.36,15.08,14015
Chile,CHL,2021-03-22,8764180,5759761,3004419,268735,244840,45.85,30.13,15.72,12808
Chile,CHL,2021-03-23,9005030,5910025,3095005,240850,220649,47.11,30.92,16.19,11543
Chile,CHL,2021-03-24,9224111,6064312,3159799,219081,199475,48.25,31.72,16.53,10435
Chile,CHL,2021-03-25,9436789,6221780,3215009,212678,182014,49.37,32.55,16.82,9521
Chile,CHL,2021-03-26,9654456,6388358,3266098,217667,171032,50.5,33.42,17.09,8947
Chile,CHL,2021-03-27,9670144,6401298,3268846,15688,168389,50.59,33.49,17.1,8809
Chile,CHL,2021-03-28,9671537,6402267,3269270,1393,168013,50.59,33.49,17.1,8789
Chile,CHL,2021-03-29,9938279,6553518,3384761,266742,167728,51.99,34.28,17.71,8774
Chile,CHL,2021-03-30,10216905,6687488,3529417,278626,173125,53.45,34.98,18.46,9056
Chile,CHL,2021-03-31,10497192,6814571,3682621,280287,181869,54.91,35.65,19.26,9514
Chile,CHL,2021-04-01,10800490,6949362,3851128,303298,194814,56.5,36.35,20.15,10191
Chile,CHL,2021-04-02,10807519,6951212,3856307,7029,164723,56.54,36.36,20.17,8617
Chile,CHL,2021-04-03,10810744,6953092,3857652,3225,162943,56.55,36.37,20.18,8524
Chile,CHL,2021-04-04,10811862,6953748,3858114,1118,162904,56.56,36.38,20.18,8522
Chile,CHL,2021-04-05,11096590,7033666,4062924,284728,165473,58.05,36.79,21.25,8656
Chile,CHL,2021-04-06,11336361,7126825,4209536,239771,159922,59.3,37.28,22.02,8366
Chile,CHL,2021-04-07,11569624,7221722,4347902,233263,153205,60.52,37.78,22.74,8014
Chile,CHL,2021-04-08,11809134,7298470,4510664,239510,144092,61.78,38.18,23.6,7538
Chile,CHL,2021-04-09,12028063,7369348,4658715,218929,174363,62.92,38.55,24.37,9121
Chile,CHL,2021-04-10,12054089,7380540,4673549,26026,177621,63.06,38.61,24.45,9292
Chile,CHL,2021-04-11,12056542,7381637,4674905,2453,177811,63.07,38.61,24.46,9302
Chile,CHL,2021-04-12,12293493,7459730,4833763,236951,170986,64.31,39.02,25.29,8945
Chile,CHL,2021-04-13,12528777,7534742,4994035,235284,170345,65.54,39.42,26.12,8911
Chile,CHL,2021-04-14,12758221,7614087,5144134,229444,169800,66.74,39.83,26.91,8883
Chile,CHL,2021-04-15,12965358,7676380,5288978,207137,165175,67.82,40.16,27.67,8641
Chile,CHL,2021-04-16,13159482,7734781,5424701,194124,161631,68.84,40.46,28.38,8455
Chile,CHL,2021-04-17,13181808,7742683,5439125,22326,161103,68.96,40.5,28.45,8428
Chile,CHL,2021-04-18,13184446,7743559,5440887,2638,161129,68.97,40.51,28.46,8429
Chile,CHL,2021-04-19,13379341,7787449,5591892,194895,155121,69.99,40.74,29.25,8115
Chile,CHL,2021-04-20,13568597,7826648,5741949,189256,148546,70.98,40.94,30.04,7771
Chile,CHL,2021-04-21,13746123,7857796,5888327,177526,141129,71.91,41.11,30.8,7383
Chile,CHL,2021-04-22,13946790,7914157,6032633,200667,140205,72.96,41.4,31.56,7334
Chile,CHL,2021-04-23,14130387,7953992,6176395,183597,138701,73.92,41.61,32.31,7256
Chile,CHL,2021-04-24,14148065,7959740,6188325,17678,138037,74.01,41.64,32.37,7221
Chile,CHL,2021-04-25,14149106,7960091,6189015,1041,137809,74.02,41.64,32.38,7209
Chile,CHL,2021-04-26,14345761,8003155,6342606,196655,138060,75.05,41.87,33.18,7222
Chile,CHL,2021-04-27,14517233,8042177,6475056,171472,135519,75.94,42.07,33.87,7089
Chile,CHL,2021-04-28,14686343,8085672,6600671,169110,134317,76.83,42.3,34.53,7026
Chile,CHL,2021-04-29,14841709,8116534,6725175,155366,127846,77.64,42.46,35.18,6688
Chile,CHL,2021-04-30,14929550,8167464,6762086,87841,114166,78.1,42.73,35.37,5972
Chile,CHL,2021-05-01,14931847,8168555,6763292,2297,111969,78.11,42.73,35.38,5857
Chile,CHL,2021-05-02,14933312,8169354,6763958,1465,112029,78.12,42.74,35.38,5860
Chile,CHL,2021-05-03,15085096,8245337,6839759,151784,105619,78.91,43.13,35.78,5525
Chile,CHL,2021-05-04,15254723,8326386,6928337,169627,105356,79.8,43.56,36.24,5511
Chile,CHL,2021-05-05,15429767,8407862,7021905,175044,106203,80.72,43.98,36.73,5556
Chile,CHL,2021-05-06,15587960,8489439,7098521,158193,106607,81.54,44.41,37.13,5577
Chile,CHL,2021-05-07,15735886,8573518,7162368,147926,115191,82.32,44.85,37.47,6026
Chile,CHL,2021-05-08,15761475,8590902,7170573,25589,118518,82.45,44.94,37.51,6200
Chile,CHL,2021-05-09,15762878,8591862,7171016,1403,118509,82.46,44.95,37.51,6199
Chile,CHL,2021-05-10,15936532,8695158,7241374,173654,121634,83.37,45.49,37.88,6363
Chile,CHL,2021-05-11,16129235,8802563,7326672,192703,124930,84.37,46.05,38.33,6535
Chile,CHL,2021-05-12,16312542,8907385,7405157,183307,126111,85.33,46.6,38.74,6597
Chile,CHL,2021-05-13,16470187,9004385,7465802,157645,126032,86.16,47.1,39.05,6593
Chile,CHL,2021-05-14,16629613,9107600,7522013,159426,127675,86.99,47.64,39.35,6679
Chile,CHL,2021-05-15,16631070,9108650,7522420,1457,124228,87.0,47.65,39.35,6499
Chile,CHL,2021-05-16,16631505,9108915,7522590,435,124090,87.0,47.65,39.35,6491
Chile,CHL,2021-05-17,16803105,9233493,7569612,171600,123796,87.9,48.3,39.6,6476
Chile,CHL,2021-05-18,16986793,9369564,7617229,183688,122508,88.86,49.01,39.85,6409
Chile,CHL,2021-05-19,17153907,9495467,7658440,167114,120195,89.73,49.67,40.06,6288
Chile,CHL,2021-05-20,17345684,9623941,7721743,191777,125071,90.74,50.34,40.39,6543
Chile,CHL,2021-05-21,17355345,9632242,7723103,9661,103676,90.79,50.39,40.4,5423
Chile,CHL,2021-05-22,17388429,9659048,7729381,33084,108194,90.96,50.53,40.43,5660
Chile,CHL,2021-05-23,17392715,9662746,7729969,4286,108744,90.98,50.55,40.44,5689
Chile,CHL,2021-05-24,17629614,9838574,7791040,236899,118073,92.22,51.47,40.76,6177
Chile,CHL,2021-05-25,17876287,10028398,7847889,246673,127071,93.51,52.46,41.05,6647
Chile,CHL,2021-05-26,18105235,10209022,7896213,228948,135904,94.71,53.41,41.31,7109
Chile,CHL,2021-05-27,18308383,10375931,7932452,203148,137528,95.77,54.28,41.5,7194
Chile,CHL,2021-05-28,18494644,10521339,7973305,186261,162757,96.75,55.04,41.71,8514
Chile,CHL,2021-05-29,18542001,10562921,7979080,47357,164796,97.0,55.26,41.74,8621
Chile,CHL,2021-05-30,18552091,10572038,7980053,10090,165625,97.05,55.3,41.74,8664
Chile,CHL,2021-05-31,18767662,10728007,8039728,215571,162578,98.18,56.12,42.06,8505
Chile,CHL,2021-06-01,18988929,10877756,8121621,221267,158949,99.33,56.9,42.49,8315
Chile,CHL,2021-06-02,19193046,11010110,8216686,204117,155402,100.4,57.6,42.98,8129
Chile,CHL,2021-06-03,19356781,11105301,8324830,163735,149771,101.26,58.09,43.55,7835
Chile,CHL,2021-06-04,19501890,11181991,8427580,145109,143892,102.02,58.49,44.09,7527
Chile,CHL,2021-06-05,19539597,11206648,8450536,37707,142514,102.21,58.62,44.21,7455
Chile,CHL,2021-06-06,19544595,11210418,8453554,4998,141786,102.24,58.64,44.22,7417
Chile,CHL,2021-06-07,19725907,11291713,8581023,181312,136892,103.19,59.07,44.89,7161
Chile,CHL,2021-06-08,19910545,11371971,8705468,184638,131659,104.16,59.49,45.54,6887
Chile,CHL,2021-06-09,20104106,11465264,8822460,193561,130151,105.17,59.98,46.15,6808
Chile,CHL,2021-06-10,20307094,11574700,8929151,202988,135759,106.23,60.55,46.71,7102
Chile,CHL,2021-06-11,20485951,11659310,9027445,178857,140580,107.17,60.99,47.22,7354
Chile,CHL,2021-06-12,20518447,11682414,9037229,32496,139836,107.34,61.11,47.28,7315
Chile,CHL,2021-06-13,20520513,11683886,9037872,2066,139417,107.35,61.12,47.28,7293
Chile,CHL,2021-06-14,20741922,11792958,9154378,221409,145145,108.5,61.69,47.89,7593
Chile,CHL,2021-06-15,20952409,11881577,9279914,210487,148838,109.61,62.15,48.54,7786
Chile,CHL,2021-06-16,21179013,11990944,9401107,226604,153558,110.79,62.73,49.18,8033
Chile,CHL,2021-06-17,21362665,12064843,9513895,183652,150796,111.75,63.11,49.77,7888
Chile,CHL,2021-06-18,21469721,12128604,9559561,107056,140539,112.31,63.45,50.01,7352
Chile,CHL,2021-06-19,21506332,12145418,9579636,36611,141126,112.5,63.53,50.11,7383
Chile,CHL,2021-06-20,21510254,12147223,9581765,3922,141392,112.52,63.54,50.12,7396
Chile,CHL,2021-06-21,21529168,12154584,9593396,18914,112464,112.62,63.58,50.18,5883
Chile,CHL,2021-06-22,21830191,12257836,9794924,301023,125397,114.2,64.12,51.24,6560
Chile,CHL,2021-06-23,22075116,12345697,9964399,244925,128015,115.48,64.58,52.13,6697
Chile,CHL,2021-06-24,22322250,12457582,10163181,247134,137084,116.77,65.17,53.17,7171
Chile,CHL,2021-06-25,22527979,12545716,10330788,205729,151180,117.85,65.63,54.04,7908
Chile,CHL,2021-06-26,22579810,12566845,10371561,51831,153354,118.12,65.74,54.26,8022
Chile,CHL,2021-06-27,22585328,12569126,10376052,5518,153582,118.15,65.75,54.28,8034
Chile,CHL,2021-06-28,22590679,12571571,10380179,5351,151644,118.18,65.76,54.3,7933
Chile,CHL,2021-06-29,22831018,12643292,10580673,240339,142975,119.43,66.14,55.35,7479
Chile,CHL,2021-06-30,23028049,12714084,10729734,197031,136133,120.46,66.51,56.13,7121
Chile,CHL,2021-07-01,23206008,12814761,10820950,177959,126251,121.39,67.04,56.61,6604
Chile,CHL,2021-07-02,23344178,12891540,10893779,138170,116600,122.12,67.44,56.99,6100
Chile,CHL,2021-07-03,23381047,12910489,10915126,36869,114462,122.31,67.54,57.1,5988
Chile,CHL,2021-07-04,23385369,12912890,10917447,4322,114292,122.33,67.55,57.11,5979
Chile,CHL,2021-07-05,23512839,12970894,10997297,127470,131737,123.0,67.85,57.53,6891
Chile,CHL,2021-07-06,23629566,13022039,11070454,116727,114078,123.61,68.12,57.91,5968
Chile,CHL,2021-07-07,23781332,13100396,11148639,151766,107612,124.4,68.53,58.32,5629
Chile,CHL,2021-07-08,23928219,13161866,11237870,146887,103173,125.17,68.85,58.79,5397
Chile,CHL,2021-07-09,24057301,13215818,11316863,129082,101875,125.85,69.13,59.2,5329
Chile,CHL,2021-07-10,24096859,13236865,11336906,39558,102259,126.05,69.24,59.31,5349
China,CHN,2020-12-15,1500000,,,,,0.1,,,
China,CHN,2020-12-16,,,,,187500,,,,130
China,CHN,2020-12-17,,,,,187500,,,,130
China,CHN,2020-12-18,,,,,187500,,,,130
China,CHN,2020-12-19,,,,,187500,,,,130
China,CHN,2020-12-20,,,,,187500,,,,130
China,CHN,2020-12-21,,,,,187500,,,,130
China,CHN,2020-12-22,,,,,187500,,,,130
China,CHN,2020-12-23,,,,,187500,,,,130
China,CHN,2020-12-24,,,,,187500,,,,130
China,CHN,2020-12-25,,,,,187500,,,,130
China,CHN,2020-12-26,,,,,187500,,,,130
China,CHN,2020-12-27,,,,,187500,,,,130
China,CHN,2020-12-28,,,,,187500,,,,130
China,CHN,2020-12-29,,,,,187500,,,,130
China,CHN,2020-12-30,,,,,187500,,,,130
China,CHN,2020-12-31,4500000,,,,187500,0.31,,,130
China,CHN,2021-01-01,,,,,232143,,,,161
China,CHN,2021-01-02,,,,,276786,,,,192
China,CHN,2021-01-03,,,,,321429,,,,223
China,CHN,2021-01-04,,,,,366071,,,,254
China,CHN,2021-01-05,,,,,410714,,,,285
China,CHN,2021-01-06,,,,,455357,,,,316
China,CHN,2021-01-07,,,,,500000,,,,347
China,CHN,2021-01-08,,,,,500000,,,,347
China,CHN,2021-01-09,9000000,,,,500000,0.63,,,347
China,CHN,2021-01-10,,,,,464286,,,,323
China,CHN,2021-01-11,,,,,428571,,,,298
China,CHN,2021-01-12,,,,,392857,,,,273
China,CHN,2021-01-13,10000000,,,,357143,0.69,,,248
China,CHN,2021-01-14,,,,,387755,,,,269
China,CHN,2021-01-15,,,,,418367,,,,291
China,CHN,2021-01-16,,,,,448980,,,,312
China,CHN,2021-01-17,,,,,515306,,,,358
China,CHN,2021-01-18,,,,,581633,,,,404
China,CHN,2021-01-19,,,,,647959,,,,450
China,CHN,2021-01-20,15000000,,,,714286,1.04,,,496
China,CHN,2021-01-21,,,,,770755,,,,535
China,CHN,2021-01-22,,,,,827224,,,,575
China,CHN,2021-01-23,,,,,883694,,,,614
China,CHN,2021-01-24,,,,,940163,,,,653
China,CHN,2021-01-25,,,,,996633,,,,692
China,CHN,2021-01-26,,,,,1053102,,,,732
China,CHN,2021-01-27,22767000,,,,1109571,1.58,,,771
China,CHN,2021-01-28,,,,,995097,,,,691
China,CHN,2021-01-29,,,,,880622,,,,612
China,CHN,2021-01-30,,,,,766148,,,,532
China,CHN,2021-01-31,24000000,,,,651673,1.67,,,453
China,CHN,2021-02-01,,,,,836020,,,,581
China,CHN,2021-02-02,,,,,1020367,,,,709
China,CHN,2021-02-03,31200000,,,,1204714,2.17,,,837
China,CHN,2021-02-04,,,,,1382583,,,,961
China,CHN,2021-02-05,,,,,1560452,,,,1084
China,CHN,2021-02-06,,,,,1738321,,,,1208
China,CHN,2021-02-07,,,,,1916190,,,,1331
China,CHN,2021-02-08,,,,,1795238,,,,1247
China,CHN,2021-02-09,40520000,,,,1674286,2.82,,,1163
China,CHN,2021-02-10,,,,,1421654,,,,988
China,CHN,2021-02-11,,,,,1289975,,,,896
China,CHN,2021-02-12,,,,,1158296,,,,805
China,CHN,2021-02-13,,,,,1026617,,,,713
China,CHN,2021-02-14,,,,,894937,,,,622
China,CHN,2021-02-15,,,,,763258,,,,530
China,CHN,2021-02-16,,,,,631579,,,,439
China,CHN,2021-02-17,,,,,631579,,,,439
China,CHN,2021-02-18,,,,,631579,,,,439
China,CHN,2021-02-19,,,,,631579,,,,439
China,CHN,2021-02-20,,,,,631579,,,,439
China,CHN,2021-02-21,,,,,631579,,,,439
China,CHN,2021-02-22,,,,,631579,,,,439
China,CHN,2021-02-23,,,,,631579,,,,439
China,CHN,2021-02-24,,,,,631579,,,,439
China,CHN,2021-02-25,,,,,631579,,,,439
China,CHN,2021-02-26,,,,,631579,,,,439
China,CHN,2021-02-27,,,,,631579,,,,439
China,CHN,2021-02-28,52520000,,,,631579,3.65,,,439
China,CHN,2021-03-01,,,,,668496,,,,464
China,CHN,2021-03-02,,,,,705414,,,,490
China,CHN,2021-03-03,,,,,742331,,,,516
China,CHN,2021-03-04,,,,,779248,,,,541
China,CHN,2021-03-05,,,,,816165,,,,567
China,CHN,2021-03-06,,,,,853083,,,,593
China,CHN,2021-03-07,,,,,890000,,,,618
China,CHN,2021-03-08,,,,,890000,,,,618
China,CHN,2021-03-09,,,,,890000,,,,618
China,CHN,2021-03-10,,,,,890000,,,,618
China,CHN,2021-03-11,,,,,890000,,,,618
China,CHN,2021-03-12,,,,,890000,,,,618
China,CHN,2021-03-13,,,,,890000,,,,618
China,CHN,2021-03-14,64980000,,,,890000,4.51,,,618
China,CHN,2021-03-15,,,,,1000381,,,,695
China,CHN,2021-03-16,,,,,1110762,,,,772
China,CHN,2021-03-17,,,,,1221143,,,,848
China,CHN,2021-03-18,,,,,1331524,,,,925
China,CHN,2021-03-19,,,,,1441905,,,,1002
China,CHN,2021-03-20,74956000,,,,1552286,5.21,,,1078
China,CHN,2021-03-21,,,,,1818286,,,,1263
China,CHN,2021-03-22,80460000,,,,1973905,5.59,,,1371
China,CHN,2021-03-23,82846000,,,2386000,2077238,5.76,,,1443
China,CHN,2021-03-24,85859700,,,3013700,2270243,5.97,,,1577
China,CHN,2021-03-25,91346000,,,5486300,2816476,6.35,,,1957
China,CHN,2021-03-26,97470000,,,6124000,3453810,6.77,,,2400
China,CHN,2021-03-27,102417000,,,4947000,3923000,7.12,,,2726
China,CHN,2021-03-28,106613000,,,4196000,4129286,7.41,,,2869
China,CHN,2021-03-29,110962000,,,4349000,4357429,7.71,,,3027
China,CHN,2021-03-30,114690000,,,3728000,4549143,7.97,,,3161
China,CHN,2021-03-31,119821000,,,5131000,4851614,8.32,,,3371
China,CHN,2021-04-01,126616000,,,6795000,5038571,8.8,,,3501
China,CHN,2021-04-02,133801000,,,7185000,5190143,9.3,,,3606
China,CHN,2021-04-03,136677000,,,2876000,4894286,9.5,,,3400
China,CHN,2021-04-04,139970000,,,3293000,4765286,9.72,,,3311
China,CHN,2021-04-05,142802000,,,2832000,4548571,9.92,,,3160
China,CHN,2021-04-06,145920000,,,3118000,4461429,10.14,,,3100
China,CHN,2021-04-07,149071000,,,3151000,4178571,10.36,,,2903
China,CHN,2021-04-08,155150000,,,6079000,4076286,10.78,,,2832
China,CHN,2021-04-09,161121000,,,5971000,3902857,11.19,,,2712
China,CHN,2021-04-10,164471000,,,3350000,3970571,11.43,,,2759
China,CHN,2021-04-11,167343000,,,2872000,3910429,11.63,,,2717
China,CHN,2021-04-12,171928000,,,4585000,4160857,11.95,,,2891
China,CHN,2021-04-13,175623000,,,3695000,4243286,12.2,,,2948
China,CHN,2021-04-14,179216000,,,3593000,4306429,12.45,,,2992
China,CHN,2021-04-15,183536000,,,4320000,4055143,12.75,,,2817
China,CHN,2021-04-16,187360000,,,3824000,3748429,13.02,,,2604
China,CHN,2021-04-17,189809000,,,2449000,3619714,13.19,,,2515
China,CHN,2021-04-18,192127000,,,2318000,3540571,13.35,,,2460
China,CHN,2021-04-19,195022000,,,2895000,3299143,13.55,,,2292
China,CHN,2021-04-20,198950000,,,3928000,3332429,13.82,,,2315
China,CHN,2021-04-21,204191000,,,5241000,3567857,14.19,,,2479
China,CHN,2021-04-22,211223000,,,7032000,3955286,14.68,,,2748
China,CHN,2021-04-23,216084000,,,4861000,4103429,15.01,,,2851
China,CHN,2021-04-24,220309000,,,4225000,4357143,15.31,,,3027
China,CHN,2021-04-25,224901000,,,4592000,4682000,15.63,,,3253
China,CHN,2021-04-26,229489000,,,4588000,4923857,15.94,,,3421
China,CHN,2021-04-27,235976000,,,6487000,5289429,16.39,,,3675
China,CHN,2021-04-28,243905000,,,7929000,5673429,16.95,,,3942
China,CHN,2021-04-29,253463000,,,9558000,6034286,17.61,,,4192
China,CHN,2021-04-30,265064000,,,11601000,6997143,18.42,,,4861
China,CHN,2021-05-01,270406000,,,5342000,7156714,18.79,,,4972
China,CHN,2021-05-02,275338000,,,4932000,7205286,19.13,,,5006
China,CHN,2021-05-03,279905000,,,4567000,7202286,19.45,,,5004
China,CHN,2021-05-04,284595000,,,4690000,6945571,19.77,,,4826
China,CHN,2021-05-05,289627000,,,5032000,6531714,20.12,,,4538
China,CHN,2021-05-06,297734000,,,8107000,6324429,20.69,,,4394
China,CHN,2021-05-07,308226000,,,10492000,6166000,21.41,,,4284
China,CHN,2021-05-08,317586000,,,9360000,6740000,22.06,,,4683
China,CHN,2021-05-09,324307000,,,6721000,6995571,22.53,,,4860
China,CHN,2021-05-10,332964000,,,8657000,7579857,23.13,,,5266
China,CHN,2021-05-11,342697000,,,9733000,8300286,23.81,,,5767
China,CHN,2021-05-12,354272000,,,11575000,9235000,24.61,,,6416
China,CHN,2021-05-13,366910000,,,12638000,9882286,25.49,,,6866
China,CHN,2021-05-14,380633000,,,13723000,10343857,26.45,,,7187
China,CHN,2021-05-15,392987000,,,12354000,10771571,27.3,,,7484
China,CHN,2021-05-16,406938000,,,13951000,11804429,28.27,,,8201
China,CHN,2021-05-17,421991000,,,15053000,12718143,29.32,,,8836
China,CHN,2021-05-18,435689000,,,13698000,13284571,30.27,,,9230
China,CHN,2021-05-19,449511000,,,13822000,13605571,31.23,,,9453
China,CHN,2021-05-20,466698000,,,17187000,14255429,32.42,,,9904
China,CHN,2021-05-21,483343000,,,16645000,14672857,33.58,,,10194
China,CHN,2021-05-22,497272000,,,13929000,14897857,34.55,,,10351
China,CHN,2021-05-23,510858000,,,13586000,14845714,35.49,,,10314
China,CHN,2021-05-24,527253000,,,16395000,15037429,36.63,,,10448
China,CHN,2021-05-25,546714000,,,19461000,15860714,37.98,,,11020
China,CHN,2021-05-26,566723000,,,20009000,16744571,39.37,,,11634
China,CHN,2021-05-27,584360000,,,17637000,16808857,40.6,,,11678
China,CHN,2021-05-28,602991000,,,18631000,17092571,41.89,,,11875
China,CHN,2021-05-29,620974000,,,17983000,17671714,43.14,,,12278
China,CHN,2021-05-30,639172000,,,18198000,18330571,44.41,,,12736
China,CHN,2021-05-31,661468000,,,22296000,19173571,45.96,,,13321
China,CHN,2021-06-01,681908000,,,20440000,19313429,47.38,,,13418
China,CHN,2021-06-02,704826000,,,22918000,19729000,48.97,,,13707
China,CHN,2021-06-03,723486000,,,18660000,19875143,50.27,,,13809
China,CHN,2021-06-04,744483000,,,20997000,20213143,51.72,,,14043
China,CHN,2021-06-05,763065000,,,18582000,20298714,53.02,,,14103
China,CHN,2021-06-06,777879000,,,14814000,19815286,54.04,,,13767
China,CHN,2021-06-07,794134000,,,16255000,18952286,55.17,,,13167
China,CHN,2021-06-08,808962000,,,14828000,18150571,56.2,,,12610
China,CHN,2021-06-09,824856000,,,15894000,17147143,57.31,,,11913
China,CHN,2021-06-10,845299000,622000000,223299000,20443000,17401857,58.73,43.21,15.51,12090
China,CHN,2021-06-11,863513000,,,18214000,17004286,59.99,,,11814
China,CHN,2021-06-12,878523000,,,15010000,16494000,61.04,,,11460
China,CHN,2021-06-13,892770000,,,14247000,16413000,62.03,,,11403
China,CHN,2021-06-14,904134000,,,11364000,15714286,62.82,,,10918
China,CHN,2021-06-15,923910000,,,19776000,16421143,64.19,,,11409
China,CHN,2021-06-16,945150000,,,21240000,17184857,65.67,,,11940
China,CHN,2021-06-17,966652000,,,21502000,17336143,67.16,,,12045
China,CHN,2021-06-18,990257000,,,23605000,18106286,68.8,,,12580
China,CHN,2021-06-19,1010489000,,,20232000,18852286,70.21,,,13098
China,CHN,2021-06-20,1029223000,,,18734000,19493286,71.51,,,13543
China,CHN,2021-06-21,1049744000,,,20521000,20801429,72.93,,,14452
China,CHN,2021-06-22,1071783000,,,22039000,21124714,74.46,,,14677
China,CHN,2021-06-23,1095902000,,,24119000,21536000,76.14,,,14963
China,CHN,2021-06-24,1120643000,,,24741000,21998714,77.86,,,15284
China,CHN,2021-06-25,1143805000,,,23162000,21935429,79.47,,,15240
China,CHN,2021-06-26,1165230000,,,21425000,22105857,80.96,,,15359
China,CHN,2021-06-27,1185787000,,,20557000,22366286,82.39,,,15539
China,CHN,2021-06-28,1206714000,,,20927000,22424286,83.84,,,15580
China,CHN,2021-06-29,1225734000,,,19020000,21993000,85.16,,,15280
China,CHN,2021-06-30,1244675000,,,18941000,21253286,86.48,,,14766
China,CHN,2021-07-01,1264149000,,,19474000,20500857,87.83,,,14243
China,CHN,2021-07-02,1283175000,,,19026000,19910000,89.15,,,13833
China,CHN,2021-07-03,1296037000,,,12862000,18686714,90.04,,,12983
China,CHN,2021-07-04,1305499000,,,9462000,17101714,90.7,,,11882
China,CHN,2021-07-05,1318417000,,,12918000,15957571,91.6,,,11087
China,CHN,2021-07-06,1331669000,,,13252000,15133571,92.52,,,10514
China,CHN,2021-07-07,1342381000,,,10712000,13958000,93.26,,,9698
China,CHN,2021-07-08,1354226000,,,11845000,12868143,94.09,,,8940
China,CHN,2021-07-09,1365463000,,,11237000,11755429,94.87,,,8167
China,CHN,2021-07-10,1374162000,,,8699000,11160714,95.47,,,7754
China,CHN,2021-07-11,1382482000,,,8320000,10997571,96.05,,,7641
China,CHN,2021-07-12,1391432000,,,8950000,10430714,96.67,,,7247
Colombia,COL,2021-02-17,18,,,,,0.0,,,
Colombia,COL,2021-02-18,9935,,,9917,9917,0.02,,,195
Colombia,COL,2021-02-19,21307,,,11372,10644,0.04,,,209
Colombia,COL,2021-02-20,33140,,,11833,11041,0.07,,,217
Colombia,COL,2021-02-21,39827,,,6687,9952,0.08,,,196
Colombia,COL,2021-02-22,45166,,,5339,9030,0.09,,,177
Colombia,COL,2021-02-23,48150,,,2984,8022,0.09,,,158
Colombia,COL,2021-02-24,50524,,,2374,7215,0.1,,,142
Colombia,COL,2021-02-25,66157,,,15633,8032,0.13,,,158
Colombia,COL,2021-02-26,81333,,,15176,8575,0.16,,,169
Colombia,COL,2021-02-27,114042,,,32709,11557,0.22,,,227
Colombia,COL,2021-02-28,130578,,,16536,12964,0.26,,,255
Colombia,COL,2021-03-01,149133,,,18555,14852,0.29,,,292
Colombia,COL,2021-03-02,169619,,,20486,17353,0.33,,,341
Colombia,COL,2021-03-03,191480,,,21861,20137,0.38,,,396
Colombia,COL,2021-03-04,206475,,,14995,20045,0.41,,,394
Colombia,COL,2021-03-05,239851,,,33376,22645,0.47,,,445
Colombia,COL,2021-03-06,270411,,,30560,22338,0.53,,,439
Colombia,COL,2021-03-07,299400,,,28989,24117,0.59,,,474
Colombia,COL,2021-03-08,316079,,,16679,23849,0.62,,,469
Colombia,COL,2021-03-09,403095,,,87016,33354,0.79,,,656
Colombia,COL,2021-03-10,480250,,,77155,41253,0.94,,,811
Colombia,COL,2021-03-11,589208,,,108958,54676,1.16,,,1075
Colombia,COL,2021-03-12,693490,,,104282,64806,1.36,,,1274
Colombia,COL,2021-03-13,782301,749059,33242,88811,73127,1.54,1.47,0.07,1437
Colombia,COL,2021-03-14,843204,803656,39548,60903,77686,1.66,1.58,0.08,1527
Colombia,COL,2021-03-15,913961,868994,44967,70757,85412,1.8,1.71,0.09,1679
Colombia,COL,2021-03-16,976137,928927,47210,62176,81863,1.92,1.83,0.09,1609
Colombia,COL,2021-03-17,1024358,971240,53118,48221,77730,2.01,1.91,0.1,1528
Colombia,COL,2021-03-18,1076496,1022604,53892,52138,69613,2.12,2.01,0.11,1368
Colombia,COL,2021-03-19,1131999,1077837,54162,55503,62644,2.22,2.12,0.11,1231
Colombia,COL,2021-03-20,1182098,1127570,54528,50099,57114,2.32,2.22,0.11,1122
Colombia,COL,2021-03-21,1215008,1157159,57849,32910,53115,2.39,2.27,0.11,1044
Colombia,COL,2021-03-22,1238259,1177935,60324,23251,46328,2.43,2.31,0.12,910
Colombia,COL,2021-03-23,1299809,1236980,62829,61550,46239,2.55,2.43,0.12,909
Colombia,COL,2021-03-24,1385503,1311229,74274,85694,51592,2.72,2.58,0.15,1014
Colombia,COL,2021-03-25,1476364,1359247,117117,90861,57124,2.9,2.67,0.23,1123
